timestamp,node_ip,node_port,latency_ms,lamport,leader,status
2025-11-19T23:41:21.813Z,10.142.0.2,50052,118,84,1,OK
2025-11-19T23:41:22.144Z,10.142.0.2,50052,117,84,1,OK
2025-11-19T23:41:22.475Z,10.142.0.2,50052,117,84,1,OK
2025-11-19T23:41:22.805Z,10.142.0.2,50052,119,84,1,OK
2025-11-19T23:41:23.243Z,10.142.0.2,50052,119,86,1,OK
2025-11-19T23:41:23.577Z,10.142.0.2,50052,118,86,1,OK
2025-11-19T23:41:23.909Z,10.142.0.2,50052,118,86,1,OK
2025-11-19T23:41:24.242Z,10.142.0.2,50052,117,86,1,OK
2025-11-19T23:41:24.573Z,10.142.0.2,50052,117,86,1,OK
2025-11-19T23:41:25.511Z,10.142.0.2,50052,118,88,2,OK
2025-11-19T23:41:25.853Z,10.138.0.2,50053,129,89,2,OK
2025-11-19T23:41:26.195Z,10.138.0.2,50053,115,89,2,OK
2025-11-19T23:41:26.524Z,10.138.0.2,50053,105,89,2,OK
2025-11-19T23:41:26.844Z,10.138.0.2,50053,118,89,2,OK
2025-11-19T23:41:27.282Z,10.138.0.2,50053,118,91,2,OK
2025-11-19T23:41:27.617Z,10.138.0.2,50053,117,91,2,OK
2025-11-19T23:41:27.951Z,10.138.0.2,50053,116,91,2,OK
2025-11-19T23:41:28.281Z,10.138.0.2,50053,117,91,2,OK
2025-11-19T23:41:28.612Z,10.138.0.2,50053,116,91,2,OK
2025-11-19T23:41:29.046Z,10.138.0.2,50053,126,93,2,OK
2025-11-19T23:41:29.386Z,10.138.0.2,50053,125,93,2,OK
2025-11-19T23:41:29.726Z,10.138.0.2,50053,116,93,2,OK
2025-11-19T23:41:30.058Z,10.138.0.2,50053,117,93,2,OK
2025-11-19T23:41:30.392Z,10.138.0.2,50053,128,93,2,OK
2025-11-19T23:41:30.841Z,10.138.0.2,50053,107,95,2,OK
2025-11-19T23:41:31.164Z,10.138.0.2,50053,107,95,2,OK
2025-11-19T23:41:31.489Z,10.138.0.2,50053,108,95,2,OK
2025-11-19T23:41:31.812Z,10.138.0.2,50053,117,95,2,OK
2025-11-19T23:41:32.145Z,10.138.0.2,50053,117,95,2,OK
2025-11-19T23:41:32.582Z,10.138.0.2,50053,126,97,2,OK
2025-11-19T23:41:32.925Z,10.138.0.2,50053,106,97,2,OK
2025-11-19T23:41:33.244Z,10.138.0.2,50053,115,97,2,OK
2025-11-19T23:41:33.572Z,10.138.0.2,50053,106,97,2,OK
2025-11-19T23:41:33.890Z,10.138.0.2,50053,116,97,2,OK
2025-11-19T23:41:34.327Z,10.138.0.2,50053,117,99,2,OK
2025-11-19T23:41:34.659Z,10.138.0.2,50053,117,99,2,OK
2025-11-19T23:41:34.992Z,10.138.0.2,50053,117,99,2,OK
2025-11-19T23:41:35.324Z,10.138.0.2,50053,117,99,2,OK
2025-11-19T23:41:35.657Z,10.138.0.2,50053,117,99,2,OK
2025-11-19T23:41:36.093Z,10.138.0.2,50053,115,101,2,OK
2025-11-19T23:41:36.422Z,10.138.0.2,50053,115,101,2,OK
2025-11-19T23:41:36.750Z,10.138.0.2,50053,105,101,2,OK
2025-11-19T23:41:37.069Z,10.138.0.2,50053,117,101,2,OK
2025-11-19T23:41:37.402Z,10.138.0.2,50053,116,101,2,OK
2025-11-19T23:41:37.839Z,10.138.0.2,50053,117,103,2,OK
2025-11-19T23:41:38.172Z,10.138.0.2,50053,127,103,2,OK
2025-11-19T23:41:38.515Z,10.138.0.2,50053,106,103,2,OK
2025-11-19T23:41:38.837Z,10.138.0.2,50053,117,103,2,OK
2025-11-19T23:41:39.170Z,10.138.0.2,50053,107,103,2,OK
2025-11-19T23:41:40.101Z,10.138.0.2,50053,117,105,3,OK
